Maison des Associations;Date ;Heure de début;Heure de fin;Activité;Type de réservation;Associations
LA LUNA;10/01/2019;14H00;16H30;DANSE ;OCCUPATION PERMANENTE;DIRECTION DES SENIORS
LA LUNA;10/01/2019;14H00;16H30;DANSE ;OCCUPATION PERMANENTE;DIRECTION DES SENIORS
LA LUNA;10/01/2019;15H00;18H00;SOCIAL;PERMANENCE;ALETHEIA
LA LUNA;10/01/2019;18H00;20H00;DANSE ;COURS;1000 AURAS DANSENT
LA LUNA;10/01/2019;18H00;20H00;CULTURE;COURS;SUN RIVIER'ART
LA LUNA;10/01/2019;18H00;19H00;ACTIVITE BIEN ETRE;COURS;L'EVEIL DU COEUR
LA LUNA;10/01/2019;18H00;19H00;ACTIVITE BIEN ETRE;COURS;YOGADOR
LA LUNA;10/01/2019;19H00;20H00;ACTIVITE BIEN ETRE;COURS;YOGA ESSENCE
LA LUNA;11/01/2019;09H00;12H00;INFORMATIQUE;COURS;DIRECTION DES SENIORS
LA LUNA;11/01/2019;09H00;17H00;PROXIMITE;FORMATION;AMI - ALTERNATIVE DE MEDIATEURS INDEPENDANTS
LA LUNA;11/01/2019;10H00;12H00;ACTIVITE BIEN ETRE;COURS;OLEA PADMA
LA LUNA;11/01/2019;10H00;13H00;ACTIVITE BIEN ETRE;COURS;SESAME
LA LUNA;11/01/2019;14H00;18H00;LOISIRS;ANIMATION;PROMO LOISIRS
LA LUNA;11/01/2019;14H00;18H00;CHANT;COURS;DIRECTION DES SENIORS
LA LUNA;11/01/2019;18H00;20H00;DANSE ;COURS;CENTRE DE DANSE LUNE & ETOILES
LA LUNA;12/01/2019;10H00;12H00;COURS DE LANGUE;COURS;ASSOCIATION PASSERELLE FRANCO JAPONAIS
LA LUNA;12/01/2019;10H00;12H00;COURS DE LANGUE;COURS;PLANETE ASIE 
LA LUNA;12/01/2019;10H00;12H00;ACTIVITE BIEN ETRE;COURS;GYM ET BIEN ETRE
LA LUNA;12/01/2019;10H00;12H00;CULTURE;COURS;SUN RIVIER'ART
LA LUNA;12/01/2019;14H00;18H00;ACTIVITE BIEN ETRE;ATELIER;SESAME
LA LUNA;12/01/2019;14H00;17H00;CULTURE;COURS;ASSOCIATION FRANCO-UKRAINIENNE COTE D'AZUR
LA LUNA;12/01/2019;14H00;17H00;CULTURE;COURS;ASSOCIATION FRANCO-UKRAINIENNE COTE D'AZUR
LA LUNA;12/01/2019;15H00;17H00;CULTURE;ATELIER;ASSOCIATION FRANCO RUSSE NATHALIE
LIBERATION;12/01/2019;10H00;13H00;ORGANISME PUBLIC;REUNION;DIRECTION  DE LA CULTURE - BIBLIOTHEQUES
NICE-CENTRE;07/01/2019;13H00;16H00;ENVIRONNEMENT;PERMANENCE;SENS SOLIDAIRES
NICE-CENTRE;07/01/2019;14H00;17H00;COURS DE LANGUE;REUNION;FRANCE GRANDE BRETAGNE
NICE-CENTRE;08/01/2019;09H00;10H00;SOCIAL;PERMANENCE;AS3P - ASSOCIATION DE SUIVI PSYCHOLOGIQUE POST-PENAL  
NICE-CENTRE;08/01/2019;09H00;14H00;ORGANISME PUBLIC;REUNION;SVA SERVICE DE LA VIE ASSOCIATIVE
NICE-CENTRE;08/01/2019;10H00;11H00;CULTURE;COURS;COLOMBIE COTE D'AZUR CCA
NICE-CENTRE;08/01/2019;10H00;17H00;COURS DE LANGUE;REUNION;FRANCE GRANDE BRETAGNE
NICE-CENTRE;08/01/2019;14H00;16H00;SOCIAL;PERMANENCE;AS3P - ASSOCIATION DE SUIVI PSYCHOLOGIQUE POST-PENAL  
NICE-CENTRE;08/01/2019;15H00;18H00;CULTURE;COURS;"ASSOCIATION NICOISE ""CHINE HORIZON"""
NICE-CENTRE;08/01/2019;16H00;17H00;HANDICAP;COURS;SESSAD LES NOISETIERS
NICE-CENTRE;08/01/2019;17H00;19H00;DANSE ;COURS;CENTRE DE DANSE LUNE & ETOILES
NICE-CENTRE;08/01/2019;19H00;20H00;CULTURE;COURS;ART PLUME 7
NICE-CENTRE;09/01/2019;09H00;12H00;SOCIAL;PERMANENCE;ABI 06 - ASSOCIATION AU BENEFICE DE L'INSERTION
NICE-CENTRE;09/01/2019;09H00;12H00;COURS DE LANGUE;COURS;INSTITUT CONFUCIUS COTE D'AZUR
NICE-CENTRE;09/01/2019;09H00;14H00;SOCIAL;COURS;CHRYSALIDES
NICE-CENTRE;09/01/2019;12H00;14H00;HANDICAP;COURS;SESSAD LES NOISETIERS
NICE-CENTRE;09/01/2019;14H00;17H00;CULTURE;COURS;FRANCE RUSSIE
NICE-CENTRE;09/01/2019;14H00;17H00;CULTURE;COURS;FRANCE RUSSIE
NICE-CENTRE;09/01/2019;14H00;17H00;CULTURE;COURS;FRANCE RUSSIE
NICE-CENTRE;09/01/2019;14H00;17H00;CULTURE;COURS;FRANCE RUSSIE
NICE-CENTRE;09/01/2019;14H00;17H00;CULTURE;COURS;FRANCE RUSSIE
NICE-CENTRE;09/01/2019;17H00;20H00;CULTURE;COURS;"ASSOCIATION NICOISE ""CHINE HORIZON"""
NICE-CENTRE;09/01/2019;18H00;20H00;SANTE;REUNION;OA - OUTRE-MANGEURS ANONYMES
NICE-CENTRE;09/01/2019;18H00;19H00;CULTURE;COURS;ANECA - ASSOCIATION NICE ESPAGNE COTE D'AZUR
NICE-CENTRE;10/01/2019;17H00;20H00;CULTURE;COURS;"ASSOCIATION NICOISE ""CHINE HORIZON"""
NICE-CENTRE;10/01/2019;17H00;18H00;SOCIAL;PERMANENCE;AS3P - ASSOCIATION DE SUIVI PSYCHOLOGIQUE POST-PENAL  
NICE-CENTRE;10/01/2019;18H00;19H00;PATRIMOINE;COURS;ACADEMIA NISSARDA
NICE-CENTRE;10/01/2019;18H00;19H00;CULTURE;COURS;ANECA - ASSOCIATION NICE ESPAGNE COTE D'AZUR
NICE-CENTRE;10/01/2019;19H00;20H00;CULTURE;COURS;ART PLUME 7
NICE-CENTRE;11/01/2019;10H00;11H00;CULTURE;COURS;ANECA - ASSOCIATION NICE ESPAGNE COTE D'AZUR
NICE-CENTRE;11/01/2019;17H00;20H00;CULTURE;COURS;"ASSOCIATION NICOISE ""CHINE HORIZON"""
NICE-CENTRE;12/01/2019;10H00;13H00;CULTURE;COURS;FRANCE RUSSIE
NICE-CENTRE;12/01/2019;10H00;13H00;CULTURE;COURS;FRANCE RUSSIE
NICE-CENTRE;12/01/2019;10H00;13H00;CULTURE;COURS;FRANCE RUSSIE
NICE-CENTRE;12/01/2019;10H00;13H00;CULTURE;COURS;FRANCE RUSSIE
NICE-CENTRE;12/01/2019;10H00;13H00;CULTURE;COURS;FRANCE RUSSIE
NICE-CENTRE;12/01/2019;14H00;17H00;CULTURE;COURS;FRANCE RUSSIE
NICE-CENTRE;12/01/2019;14H00;17H00;CULTURE;COURS;FRANCE RUSSIE
NICE-CENTRE;12/01/2019;14H00;17H00;CULTURE;COURS;FRANCE RUSSIE
NICE-CENTRE;12/01/2019;14H00;17H00;CULTURE;COURS;FRANCE RUSSIE
NICE-CENTRE;12/01/2019;14H00;17H00;CULTURE;COURS;FRANCE RUSSIE
NICE-EST SAINT ROCH;07/01/2019;09H00;12H00;SENIORS;COURS;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;07/01/2019;09H00;10H00;ACTIVITE BIEN ETRE;COURS;FORCE SANTE BIEN ETRE EN YOGA A NICE 
NICE-EST SAINT ROCH;07/01/2019;10H00;11H00;COURS DE LANGUE;COURS;COTE D'AZUR OXYGENE
NICE-EST SAINT ROCH;07/01/2019;10H00;11H00;SPORT;COURS;NICE COTE D'AZUR ATHLETISME
NICE-EST SAINT ROCH;07/01/2019;10H00;13H00;HUMANITAIRE;PERMANENCE;ATDQM - AGIR TOUS POUR LA DIGNITE DU QUART MONDE
NICE-EST SAINT ROCH;07/01/2019;16H00;19H00;CHANT;COURS;COL CANTO
NICE-EST SAINT ROCH;07/01/2019;17H00;18H00;DANSE ;COURS;MOUVANCES
NICE-EST SAINT ROCH;07/01/2019;18H00;19H00;SPORT;COURS;GYMNASTIQUE VOLONTAIRE LA PASSERELLE
NICE-EST SAINT ROCH;07/01/2019;18H00;20H00;COURS DE LANGUE;COURS;ASSOCIATION PASSERELLE FRANCO JAPONAIS
NICE-EST SAINT ROCH;07/01/2019;18H00;21H00;CULTURE;ATELIER;CEPPI - CENTRE D'ETUDES PARAPSYCHOLOGIQUES ET DES PHENOMENES INEXPLIQUES
NICE-EST SAINT ROCH;07/01/2019;18H00;20H00;COURS DE LANGUE;COURS;AMICALE DES POLONAIS NICE - COTE D'AZUR
NICE-EST SAINT ROCH;07/01/2019;18H00;20H00;CULTURE;COURS;L'ECOLE DE LA VIE
NICE-EST SAINT ROCH;07/01/2019;18H00;20H00;CULTURE;ATELIER;CERCLE GENEALOGIQUE MARALPIN
NICE-EST SAINT ROCH;07/01/2019;18H00;19H00;CULTURE;COURS;ANECA - ASSOCIATION NICE ESPAGNE COTE D'AZUR
NICE-EST SAINT ROCH;07/01/2019;18H00;20H00;ACTIVITE BIEN ETRE;COURS;SOPHROLOGIE ET SOI
NICE-EST SAINT ROCH;07/01/2019;19H00;20H00;SPECTACLE VIVANT;COURS;CORPS & GRAPHIK
NICE-EST SAINT ROCH;07/01/2019;19H00;21H00;CULTURE;COURS;ART PLUME 7
NICE-EST SAINT ROCH;07/01/2019;19H00;20H00;ACTIVITE BIEN ETRE;COURS;MANGALAM
NICE-EST SAINT ROCH;07/01/2019;19H00;21H00;DANSE ;COURS;PESVEBI (RACINES)
NICE-EST SAINT ROCH;07/01/2019;19H00;21H00;DANSE ;COURS;PESVEBI (RACINES)
NICE-EST SAINT ROCH;07/01/2019;19H00;20H00;ACTIVITE BIEN ETRE;COURS;FORCE SANTE BIEN ETRE EN YOGA A NICE 
NICE-EST SAINT ROCH;08/01/2019;09H00;12H00;SOCIAL;COURS;ATIAM - ASSOCIATION TUTELAIRE DES PERSONNES PROTEGEES DES ALPES MERIDIONALES
NICE-EST SAINT ROCH;08/01/2019;09H00;12H00;PROXIMITE;COURS;ASSOCIATION MEDIATION CITE
NICE-EST SAINT ROCH;08/01/2019;09H00;17H00;HUMANITAIRE;COURS;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;08/01/2019;09H00;12H00;SOCIAL;COURS;ATIAM - ASSOCIATION TUTELAIRE DES PERSONNES PROTEGEES DES ALPES MERIDIONALES
NICE-EST SAINT ROCH;08/01/2019;09H00;17H00;HUMANITAIRE;COURS;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;08/01/2019;09H00;17H00;ORGANISME PUBLIC;PERMANENCE;MAIRIE DE NICE
NICE-EST SAINT ROCH;08/01/2019;09H00;12H00;SOCIAL;PERMANENCE;AAVAA - ASSOCIATION D'ASSISTANCE AUX VICTIMES D'ACCIDENTS ET D'AGRESSIONS
NICE-EST SAINT ROCH;08/01/2019;09H00;11H00;COURS DE LANGUE;COURS;COTE D'AZUR OXYGENE
NICE-EST SAINT ROCH;08/01/2019;09H00;12H00;EMPLOI;PERMANENCE;APPASCAM ASS. PROMOTION ET PROFESSIONALISATION DE L'ANIMATION SPORTIVE ET CULTURELLE DANS LES A.M.
NICE-EST SAINT ROCH;08/01/2019;14H00;17H00;LOISIRS;COURS;LE CLAN DES BOULEGANS
NICE-EST SAINT ROCH;08/01/2019;14H00;17H00;SENIORS;ATELIER;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;08/01/2019;14H00;17H00;SENIORS;ATELIER;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;08/01/2019;14H00;17H00;HANDICAP;REUNION;AVH - ASSOCIATION VALENTIN HAUY - COMITE DE NICE 
NICE-EST SAINT ROCH;08/01/2019;16H00;19H00;CHANT;COURS;COL CANTO
NICE-EST SAINT ROCH;08/01/2019;17H00;19H00;DANSE ;COURS;L'DANSE
NICE-EST SAINT ROCH;08/01/2019;18H00;21H00;COMMUNICATION;REUNION;LPO - LIGUE POUR LA PROTECTION DES OISEAUX - DELEGATION PROVENCE ALPES COTE D'AZUR
NICE-EST SAINT ROCH;08/01/2019;18H00;21H00;CHANT;COURS;AZURUS
NICE-EST SAINT ROCH;08/01/2019;19H00;21H00;DANSE ;COURS;L'DANSE
NICE-EST SAINT ROCH;08/01/2019;19H00;20H00;DANSE ;COURS;APOLLO DANSE
NICE-EST SAINT ROCH;08/01/2019;19H00;20H00;CULTURE;COURS;NUX VOMICA
NICE-EST SAINT ROCH;08/01/2019;19H00;21H00;CULTURE;COURS;NUX VOMICA
NICE-EST SAINT ROCH;08/01/2019;19H00;20H00;CULTURE;COURS;NUX VOMICA
NICE-EST SAINT ROCH;08/01/2019;19H00;21H00;CULTURE;COURS;ASSOCIATION FRANCE-JAPON - CHAIRE KAWABATA
NICE-EST SAINT ROCH;08/01/2019;19H00;20H00;CULTURE;COURS;NUX VOMICA
NICE-EST SAINT ROCH;08/01/2019;19H00;20H00;CULTURE;COURS;NUX VOMICA
NICE-EST SAINT ROCH;09/01/2019;09H00;14H00;COMMUNICATION;REUNION;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;09/01/2019;10H00;12H00;ENSEIGNEMENT;COURS;CLUB EXCELLENCE 06
NICE-EST SAINT ROCH;09/01/2019;11H00;12H00;LOISIRS;COURS;BRIN D'SOLEIL
NICE-EST SAINT ROCH;09/01/2019;12H00;19H00;ENSEIGNEMENT;COURS;CLUB EXCELLENCE 06
NICE-EST SAINT ROCH;09/01/2019;14H00;16H00;COMMUNICATION;REUNION;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;09/01/2019;14H00;16H00;DANSE ;COURS;PESVEBI (RACINES)
NICE-EST SAINT ROCH;09/01/2019;14H00;17H00;ENSEIGNEMENT;COURS;CLUB EXCELLENCE 06
NICE-EST SAINT ROCH;09/01/2019;14H00;16H00;DANSE ;COURS;PESVEBI (RACINES)
NICE-EST SAINT ROCH;09/01/2019;14H00;17H00;SENIORS;ATELIER;POIVRE ET SEL
NICE-EST SAINT ROCH;09/01/2019;14H00;18H00;LOISIRS;COURS;LE CLAN DES BOULEGANS
NICE-EST SAINT ROCH;09/01/2019;14H00;16H00;COURS DE LANGUE;COURS;MANABI
NICE-EST SAINT ROCH;09/01/2019;14H00;16H00;COURS DE LANGUE;COURS;MANABI
NICE-EST SAINT ROCH;09/01/2019;14H00;16H00;SENIORS;ATELIER;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;09/01/2019;14H00;16H00;LOISIRS;ATELIER;CLUB DES CHIFFRES ET DES LETTRES DE NICE
NICE-EST SAINT ROCH;09/01/2019;14H00;16H00;COURS DE LANGUE;COURS;MANABI
NICE-EST SAINT ROCH;09/01/2019;14H00;17H00;ENSEIGNEMENT;COURS;CLUB EXCELLENCE 06
NICE-EST SAINT ROCH;09/01/2019;15H00;16H00;THEATRE;COURS;CREATION
NICE-EST SAINT ROCH;09/01/2019;15H00;16H00;COURS DE LANGUE;COURS;ANLV - ACADEMIE NICOISE DES LANGUES VIVANTES
NICE-EST SAINT ROCH;09/01/2019;16H00;21H00;DANSE ;COURS;L'DANSE
NICE-EST SAINT ROCH;09/01/2019;16H00;19H00;PROXIMITE;REUNION;SEL NICE AZUR PROVENCE
NICE-EST SAINT ROCH;09/01/2019;16H00;18H00;SOCIAL;COURS;AJAMAT UNE SYNERGIE DIOLA AU SERVICE DU DEVELOPPEMENT HUMAIN
NICE-EST SAINT ROCH;09/01/2019;16H00;20H00;THEATRE;COURS;CREATION
NICE-EST SAINT ROCH;09/01/2019;16H00;18H00;ENSEIGNEMENT;COURS;CLUB EXCELLENCE 06
NICE-EST SAINT ROCH;09/01/2019;17H00;19H00;DANSE ;COURS;APOLLO DANSE
NICE-EST SAINT ROCH;09/01/2019;17H00;18H00;ACTIVITE BIEN ETRE;COURS;FORCE SANTE BIEN ETRE EN YOGA A NICE 
NICE-EST SAINT ROCH;09/01/2019;18H00;21H00;CULTURE;COURS;ASPACA - ASSOCIATION SENEGALAISE PROVENCE ALPES COTE D'AZUR
NICE-EST SAINT ROCH;09/01/2019;18H00;20H00;COURS DE LANGUE;COURS;ASSOCIATION PASSERELLE FRANCO JAPONAIS
NICE-EST SAINT ROCH;09/01/2019;18H00;20H00;PATRIMOINE;COURS;INSTITUT D'ETUDES OCCITANES - IEO06
NICE-EST SAINT ROCH;09/01/2019;18H00;21H00;THEATRE;COURS;COUR ET JARDIN
NICE-EST SAINT ROCH;09/01/2019;19H00;21H00;CULTURE;COURS;ART PLUME 7
NICE-EST SAINT ROCH;09/01/2019;19H00;21H00;DANSE ;COURS;ANCA - AMERICAN NEW COUNTRY ATTITUDE
NICE-EST SAINT ROCH;10/01/2019;09H00;17H00;HUMANITAIRE;COURS;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;10/01/2019;09H00;12H00;EMPLOI;PERMANENCE;EXPLORATION PROFESSIONNELLE
NICE-EST SAINT ROCH;10/01/2019;09H00;12H00;SOCIAL;COURS;ATIAM - ASSOCIATION TUTELAIRE DES PERSONNES PROTEGEES DES ALPES MERIDIONALES
NICE-EST SAINT ROCH;10/01/2019;09H00;12H00;SOCIAL;PERMANENCE;ALAID
NICE-EST SAINT ROCH;10/01/2019;09H00;12H00;SOCIAL;COURS;ATIAM - ASSOCIATION TUTELAIRE DES PERSONNES PROTEGEES DES ALPES MERIDIONALES
NICE-EST SAINT ROCH;10/01/2019;10H00;11H00;SPORT;COURS;NICE COTE D'AZUR ATHLETISME
NICE-EST SAINT ROCH;10/01/2019;10H00;11H00;ACTIVITE BIEN ETRE;COURS;ASSOCIATION POUR L'ART DU MIEUX ETRE
NICE-EST SAINT ROCH;10/01/2019;10H00;12H00;HUMANITAIRE;COURS;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES 
NICE-EST SAINT ROCH;10/01/2019;11H00;13H00;ACTIVITE BIEN ETRE;COURS;SYNERGIE OPTIMALE
NICE-EST SAINT ROCH;10/01/2019;14H00;17H00;ACTIVITE MANUELLE;ATELIER;LES COUSETTES
NICE-EST SAINT ROCH;10/01/2019;14H00;16H00;SANTE;COURS;AFD 06 - ASSOCIATION DES DIABETIQUES DES ALPES-MARITIMES
NICE-EST SAINT ROCH;10/01/2019;14H00;17H00;SOCIAL;PERMANENCE;ALAID
NICE-EST SAINT ROCH;10/01/2019;16H00;19H00;CHANT;COURS;COL CANTO
NICE-EST SAINT ROCH;10/01/2019;17H00;21H00;SPECTACLE VIVANT;COURS;CORPS & GRAPHIK
NICE-EST SAINT ROCH;10/01/2019;17H00;19H00;ENSEIGNEMENT;COURS;CLUB EXCELLENCE 06
NICE-EST SAINT ROCH;10/01/2019;18H00;19H00;DANSE ;COURS;MOUVANCES
NICE-EST SAINT ROCH;10/01/2019;18H00;20H00;ACTIVITE BIEN ETRE;COURS;SHANTI-YOGA
NICE-EST SAINT ROCH;10/01/2019;19H00;21H00;MUSIQUE;ATELIER;MUSIQUE ENSEMBLE
NICE-EST SAINT ROCH;10/01/2019;19H00;21H00;THEATRE;COURS;LE PETIT THEATRE DE LAURE
NICE-EST SAINT ROCH;10/01/2019;19H00;21H00;CULTURE;REUNION;L'ECOLE DE LA VIE
NICE-EST SAINT ROCH;11/01/2019;09H00;17H00;SENIORS;COURS;CONSEIL DES SENIORS DE NICE 
NICE-EST SAINT ROCH;11/01/2019;10H00;11H00;DANSE ;COURS;APOLLO DANSE
NICE-EST SAINT ROCH;11/01/2019;10H00;11H00;COURS DE LANGUE;COURS;COTE D'AZUR OXYGENE
NICE-EST SAINT ROCH;11/01/2019;14H00;16H00;THEATRE;COURS;CREATION
NICE-EST SAINT ROCH;11/01/2019;14H00;17H00;ORGANISME PUBLIC;EXAMEN;MAIRIE DE NICE
NICE-EST SAINT ROCH;11/01/2019;15H00;16H00;LOISIRS;COURS;BRIN D'SOLEIL
NICE-EST SAINT ROCH;11/01/2019;16H00;19H00;CHANT;COURS;COL CANTO
NICE-EST SAINT ROCH;11/01/2019;16H00;18H00;THEATRE;COURS;CREATION
NICE-EST SAINT ROCH;11/01/2019;17H00;19H00;ENSEIGNEMENT;COURS;CLUB EXCELLENCE 06
NICE-EST SAINT ROCH;11/01/2019;18H00;20H00;CULTURE;REUNION;L'ECOLE DE LA VIE
NICE-EST SAINT ROCH;11/01/2019;18H00;20H00;THEATRE;COURS;CREATION
NICE-EST SAINT ROCH;11/01/2019;19H00;21H00;DANSE ;COURS;AZUR BALLET
NICE-EST SAINT ROCH;11/01/2019;19H00;21H00;DANSE ;COURS;PESVEBI (RACINES)
NICE-EST SAINT ROCH;11/01/2019;19H00;21H00;DANSE ;COURS;PESVEBI (RACINES)
NICE-EST SAINT ROCH;11/01/2019;19H00;21H00;MUSIQUE;ATELIER;NHA MITA PEREIRA
NICE-EST SAINT ROCH;11/01/2019;19H00;21H00;COURS DE LANGUE;COURS;AMICALE DES POLONAIS NICE - COTE D'AZUR
NICE-EST SAINT ROCH;12/01/2019;10H00;12H00;SPORT;COURS;EPGV CODEP 06 - COMITE DPTAL D'EDUCATION PHYSIQUE ET DE GYMNASTIQUE VOLONTAIRE DES ALPES-MARITIMES
NICE-EST SAINT ROCH;12/01/2019;10H00;13H00;COURS DE LANGUE;COURS;MANABI
NICE-EST SAINT ROCH;12/01/2019;10H00;13H00;CULTURE;COURS;ASSOCIATION FRANCO TAMOULS DE LA COTE D'AZUR
NICE-EST SAINT ROCH;12/01/2019;10H00;12H00;CHANT;COURS;IL FAUT Y CROIRE
NICE-EST SAINT ROCH;12/01/2019;10H00;13H00;SOCIAL;REUNION;ASSOCIATION NICE POUR L INTEGRATION ET LA SOLIDARITE (ANIS)
NICE-EST SAINT ROCH;12/01/2019;10H00;13H00;CULTURE;COURS;ASSOCIATION FRANCO TAMOULS DE LA COTE D'AZUR
NICE-EST SAINT ROCH;12/01/2019;10H00;13H00;COURS DE LANGUE;COURS;MANABI
NICE-EST SAINT ROCH;12/01/2019;10H00;13H00;COURS DE LANGUE;COURS;MANABI
NICE-EST SAINT ROCH;12/01/2019;10H00;13H00;SOCIAL;COURS;AJAMAT UNE SYNERGIE DIOLA AU SERVICE DU DEVELOPPEMENT HUMAIN
NICE-EST SAINT ROCH;12/01/2019;10H00;13H00;CULTURE;COURS;ASSOCIATION FRANCO TAMOULS DE LA COTE D'AZUR
NICE-EST SAINT ROCH;12/01/2019;10H00;13H00;COURS DE LANGUE;COURS;MANABI
NICE-EST SAINT ROCH;12/01/2019;11H00;13H00;CULTURE;COURS;ASSOCIATION FRANCO MEXICAINE DE LA COTE D AZUR
NICE-EST SAINT ROCH;12/01/2019;11H00;13H00;CULTURE;COURS;ASSOCIATION FRANCO MEXICAINE DE LA COTE D AZUR
NICE-EST SAINT ROCH;12/01/2019;14H00;17H00;COMMUNICATION;REUNION;CLUB PHILATELIQUE ET CARTOPHILE DE NICE
NICE-EST SAINT ROCH;12/01/2019;14H00;18H00;CITOYENNETE;ASSEMBLEE GENERALE;FEDERATION FRANCAISE DES MOTARDS EN COLERE - FFMC 06
NICE-EST SAINT ROCH;12/01/2019;14H00;18H00;CULTURE;COURS;SACCIDANANDA YOGA
NICE-EST SAINT ROCH;12/01/2019;14H00;17H00;SPORT;ASSEMBLEE GENERALE;CLUB DE PLONGEE LES BULLES BLEUES DE NICE
;12/01/2019;13H00;17H00;PROXIMITE;ATELIER;SEL06 NICE BAIE DES ANGES
